The Glamorgan,"{""type"":""Point"",""coordinates"":[-0.090201544477481,51.3785058930977]}"
The Lion Inn,"{""type"":""Point"",""coordinates"":[-0.099938114347467,51.3912935943459]}"
Ye Olde Clocktower,"{""type"":""Point"",""coordinates"":[-0.097895255559851,51.3845328950609]}"
The Duke of Gloucester,"{""type"":""Point"",""coordinates"":[-0.092879242676384,51.3843963814336]}"
Bird in Hand,"{""type"":""Point"",""coordinates"":[-0.093062948151987,51.3848710098113]}"
Two Brewers,"{""type"":""Point"",""coordinates"":[-0.089947860241246,51.3884971628733]}"
Pawsons Arms,"{""type"":""Point"",""coordinates"":[-0.096368389071433,51.3929230761876]}"
White Horse,"{""type"":""Point"",""coordinates"":[-0.090828658377325,51.3889404125275]}"
Duke of Cambridge,"{""type"":""Point"",""coordinates"":[-0.093201648031855,51.3940303844431]}"
The Wheatsheaf,"{""type"":""Point"",""coordinates"":[-0.115196897763521,51.394125167215]}"
The Reform,"{""type"":""Point"",""coordinates"":[-0.100950695335727,51.4078675992261]}"
The Sir Julian Huxley,"{""type"":""Point"",""coordinates"":[-0.062534691367997,51.3434072957728]}"
The Surprise,"{""type"":""Point"",""coordinates"":[-0.053618642678526,51.368040672479]}"
Forestdale Arms,"{""type"":""Point"",""coordinates"":[-0.039119205172138,51.3510922757623]}"
The Goat,"{""type"":""Point"",""coordinates"":[-0.030855692705051,51.3697885844966]}"
The Cricketers,"{""type"":""Point"",""coordinates"":[-0.08365902443171,51.3751765925784]}"
The Oval Tavern,"{""type"":""Point"",""coordinates"":[-0.087597957289517,51.3782980957579]}"
The Builders Arms,"{""type"":""Point"",""coordinates"":[-0.085900949886287,51.3794773023096]}"
The Alma Tavern,"{""type"":""Point"",""coordinates"":[-0.080735457339543,51.379346773024]}"
The Claret,"{""type"":""Point"",""coordinates"":[-0.073671555102869,51.3799379645454]}"
The Beehive,"{""type"":""Point"",""coordinates"":[-0.070646927541239,51.3870359838343]}"
The Crown,"{""type"":""Point"",""coordinates"":[-0.054155475892316,51.3736227987528]}"
Shirley Inn,"{""type"":""Point"",""coordinates"":[-0.050359734490797,51.3742638032744]}"
Clifton Arms,"{""type"":""Point"",""coordinates"":[-0.086215090741144,51.3965692169411]}"
The Cherry Tree,"{""type"":""Point"",""coordinates"":[-0.075394613649339,51.3973143164598]}"
The Alliance,"{""type"":""Point"",""coordinates"":[-0.07652190949938,51.3982210975226]}"
The Jolly Sailor,"{""type"":""Point"",""coordinates"":[-0.074560527908034,51.3992942022422]}"
The Portmanor,"{""type"":""Point"",""coordinates"":[-0.073148196618341,51.3989324868819]}"
The Albert Tavern,"{""type"":""Point"",""coordinates"":[-0.066292434032998,51.3973962015626]}"
The Albion,"{""type"":""Point"",""coordinates"":[-0.074554329532574,51.3996517114059]}"
Grace's,"{""type"":""Point"",""coordinates"":[-0.05580981331955,51.4040992975274]}"
William IV,"{""type"":""Point"",""coordinates"":[-0.04516612467566,51.3986865031102]}"
The Royal Oak,"{""type"":""Point"",""coordinates"":[-0.063239060382276,51.4125773855977]}"
The Golden Lion,"{""type"":""Point"",""coordinates"":[-0.058712359834069,51.4117683808326]}"
The Maple Tree,"{""type"":""Point"",""coordinates"":[-0.057862194249178,51.4121157072306]}"
The Moon And Stars,"{""type"":""Point"",""coordinates"":[-0.050950286958577,51.4127037860464]}"
The Goldsmiths,"{""type"":""Point"",""coordinates"":[-0.051950381364388,51.4133197030908]}"
The Rising Sun,"{""type"":""Point"",""coordinates"":[-0.038198791332029,51.3915623759634]}"
Toby Carvery - Eden Park,"{""type"":""Point"",""coordinates"":[-0.027182481508286,51.3899600890572]}"
The Wheatsheaf,"{""type"":""Point"",""coordinates"":[-0.020933620728894,51.3770502826102]}"
The Swan,"{""type"":""Point"",""coordinates"":[-0.014816722464739,51.3758761162329]}"
The Railway,"{""type"":""Point"",""coordinates"":[-0.013299288286804,51.3803052126413]}"
The Bricklayers Arms,"{""type"":""Point"",""coordinates"":[-0.031870878807634,51.4067066634389]}"
The Goose,"{""type"":""Point"",""coordinates"":[-0.030920101910922,51.4066370108372]}"
Coach and Horses,"{""type"":""Point"",""coordinates"":[-0.028113225974162,51.4062392100758]}"
Ye George Inn,"{""type"":""Point"",""coordinates"":[-0.027656791978301,51.4072298670799]}"
The Slug And Lettuce,"{""type"":""Point"",""coordinates"":[-0.027572889330765,51.4075998099634]}"
The Beckenham,"{""type"":""Point"",""coordinates"":[-0.025889985477495,51.4075738098343]}"
Friends Of Mine,"{""type"":""Point"",""coordinates"":[-0.025327640109636,51.4082614074124]}"
O'Neils,"{""type"":""Point"",""coordinates"":[-0.02471651622185,51.4104680825656]}"
Patrick's,"{""type"":""Point"",""coordinates"":[-0.024744184332601,51.4106028935065]}"
Jolly Woodman,"{""type"":""Point"",""coordinates"":[-0.01814057884751,51.4066129714191]}"
Chancery,"{""type"":""Point"",""coordinates"":[-0.017453906644329,51.4068753870406]}"
The Antelope,"{""type"":""Point"",""coordinates"":[-0.165844991460521,51.4260950987234]}"
Gorringe Park,"{""type"":""Point"",""coordinates"":[-0.161649050599927,51.4195337650739]}"
The Railway Bell,"{""type"":""Point"",""coordinates"":[-0.161622640130574,51.42027249642]}"
The Castle,"{""type"":""Point"",""coordinates"":[-0.167727950127564,51.4285506022141]}"
Rose and Crown,"{""type"":""Point"",""coordinates"":[-0.154308197761159,51.4330223713498]}"
North Mitcham Association Club,"{""type"":""Point"",""coordinates"":[-0.153365685365061,51.41720550961]}"
Purkins,"{""type"":""Point"",""coordinates"":[-0.152576425556434,51.4167786125617]}"
The Railway,"{""type"":""Point"",""coordinates"":[-0.134756545265355,51.4183755904497]}"
The Furzedown,"{""type"":""Point"",""coordinates"":[-0.142004063146103,51.4242686764206]}"
Earl Ferrers,"{""type"":""Point"",""coordinates"":[-0.132582981603899,51.423784486108]}"
The Manor Arms,"{""type"":""Point"",""coordinates"":[-0.13237133852296,51.4281121051215]}"
The Hope,"{""type"":""Point"",""coordinates"":[-0.165435539354019,51.4461541084579]}"
The County Arms,"{""type"":""Point"",""coordinates"":[-0.174330836960428,51.4500913146735]}"
The Drafthouse,"{""type"":""Point"",""coordinates"":[-0.165937338271728,51.4574438768514]}"
Bank,"{""type"":""Point"",""coordinates"":[-0.166324242664599,51.4597691866401]}"
The Bolingbroke,"{""type"":""Point"",""coordinates"":[-0.164048720218396,51.4538896920279]}"
Eagle Ale House,"{""type"":""Point"",""coordinates"":[-0.163193524067914,51.4551304835413]}"
The Bedford,"{""type"":""Point"",""coordinates"":[-0.149360636502343,51.4427242982172]}"
Regent,"{""type"":""Point"",""coordinates"":[-0.15372779625609,51.4440291659471]}"
The Moon Under Water,"{""type"":""Point"",""coordinates"":[-0.15281762321022,51.4437389123891]}"
Hagen and Hyde,"{""type"":""Point"",""coordinates"":[-0.152180358347665,51.4438395831029]}"
Balham Bowls Club,"{""type"":""Point"",""coordinates"":[-0.152381401308251,51.4449517613589]}"
Balham Arms,"{""type"":""Point"",""coordinates"":[-0.149893606960411,51.4462757131164]}"
The Devonshire,"{""type"":""Point"",""coordinates"":[-0.149013617308087,51.4469022071228]}"
The Grove,"{""type"":""Point"",""coordinates"":[-0.15101596207639,51.4483513964674]}"
The Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.145759739685949,51.4466032938518]}"
The Windmill,"{""type"":""Point"",""coordinates"":[-0.14415714521908,51.45750376861]}"
Bank of Swans,"{""type"":""Point"",""coordinates"":[-0.136017959587315,51.4501123641484]}"
The Abbeville,"{""type"":""Point"",""coordinates"":[-0.139398858990628,51.4548985164198]}"
The Pied Bull,"{""type"":""Point"",""coordinates"":[-0.128230284726226,51.4194297916138]}"
Holland Tringham,"{""type"":""Point"",""coordinates"":[-0.129883813669705,51.4299733784006]}"
The White Lion,"{""type"":""Point"",""coordinates"":[-0.12959392732752,51.4307963986041]}"
The Leigham Arms,"{""type"":""Point"",""coordinates"":[-0.127145748683709,51.4301192772449]}"
Taylor's,"{""type"":""Point"",""coordinates"":[-0.128334489299184,51.4353774854359]}"
The Conquering Hero,"{""type"":""Point"",""coordinates"":[-0.106459074826419,51.4197972829565]}"
The Park,"{""type"":""Point"",""coordinates"":[-0.098394179868651,51.4245072967837]}"
The Hope,"{""type"":""Point"",""coordinates"":[-0.101907940102485,51.4308429958339]}"
The Great North Wood,"{""type"":""Point"",""coordinates"":[-0.104018262367938,51.4315119856797]}"
Horns Tavern,"{""type"":""Point"",""coordinates"":[-0.1041284856533,51.432084973715]}"
Knowles of Norwood,"{""type"":""Point"",""coordinates"":[-0.104595879095627,51.4360115769452]}"
The Rosendale,"{""type"":""Point"",""coordinates"":[-0.094155928358175,51.4357483765571]}"
The Alleyns Head,"{""type"":""Point"",""coordinates"":[-0.088420005606015,51.4368842153827]}"
The Hand in Hand,"{""type"":""Point"",""coordinates"":[-0.126793519260806,51.4475366985025]}"
Crown and Sceptre,"{""type"":""Point"",""coordinates"":[-0.124872022868074,51.4450102137963]}"
The Sultan,"{""type"":""Point"",""coordinates"":[-0.125931136588051,51.4479579896375]}"
Southside Bar,"{""type"":""Point"",""coordinates"":[-0.121527954391411,51.4521208648762]}"
The Windmill,"{""type"":""Point"",""coordinates"":[-0.122479000782708,51.4539617916366]}"
Grand Union,"{""type"":""Point"",""coordinates"":[-0.126596339055941,51.4595545941215]}"
Elm Tree Park Tavern,"{""type"":""Point"",""coordinates"":[-0.117614803182258,51.4492211679154]}"
White Horse,"{""type"":""Point"",""coordinates"":[-0.119835977553771,51.4547706653113]}"
The White Hart,"{""type"":""Point"",""coordinates"":[-0.10603758529511,51.4399205961791]}"
The Railway,"{""type"":""Point"",""coordinates"":[-0.105365645462589,51.4400737985949]}"
Tulse Hill Hotel,"{""type"":""Point"",""coordinates"":[-0.106593013635281,51.4411643990421]}"
The Plough,"{""type"":""Point"",""coordinates"":[-0.173305499895134,51.46156581368]}"
The Duck,"{""type"":""Point"",""coordinates"":[-0.169026195376173,51.4606420987546]}"
The Northcote,"{""type"":""Point"",""coordinates"":[-0.167177462521455,51.4607380867249]}"
The Goat,"{""type"":""Point"",""coordinates"":[-0.166437250727341,51.4609207151747]}"
The Junction,"{""type"":""Point"",""coordinates"":[-0.169800902477198,51.4633219622472]}"
The Falcon,"{""type"":""Point"",""coordinates"":[-0.168056194532381,51.4638097071163]}"
Battersea Bar,"{""type"":""Point"",""coordinates"":[-0.175633214459344,51.4700423085596]}"
The Merchant,"{""type"":""Point"",""coordinates"":[-0.163223078640761,51.4608475071679]}"
Fox and Hounds,"{""type"":""Point"",""coordinates"":[-0.162870489891744,51.467111795839]}"
The Crown,"{""type"":""Point"",""coordinates"":[-0.155993527065696,51.4656384101381]}"
Duke of Cambridge,"{""type"":""Point"",""coordinates"":[-0.165925031352336,51.4729149997878]}"
Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.166692731594145,51.4746915818815]}"
Union Arms,"{""type"":""Point"",""coordinates"":[-0.168467892427093,51.476977015973]}"
The Draft House,"{""type"":""Point"",""coordinates"":[-0.170109743271878,51.4782516998655]}"
The British Flag,"{""type"":""Point"",""coordinates"":[-0.157636455888822,51.4710684023914]}"
The Beaufoy Bar,"{""type"":""Point"",""coordinates"":[-0.151513808406849,51.4663348717437]}"
The Queen's Arms,"{""type"":""Point"",""coordinates"":[-0.149287693301272,51.4681943077946]}"
The Tim Bobbin,"{""type"":""Point"",""coordinates"":[-0.142845155746624,51.4663153967062]}"
The Plough Inn,"{""type"":""Point"",""coordinates"":[-0.144625706471277,51.4681230141144]}"
The Alexandra,"{""type"":""Point"",""coordinates"":[-0.138229611816818,51.4612828915904]}"
Belle Vue,"{""type"":""Point"",""coordinates"":[-0.137641305137248,51.4618321674134]}"
O'Neills,"{""type"":""Point"",""coordinates"":[-0.138030006160686,51.4621190038519]}"
Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.141900487393844,51.4639146989043]}"
The Rose and Crown,"{""type"":""Point"",""coordinates"":[-0.141341286129479,51.4636673857729]}"
The Sun,"{""type"":""Point"",""coordinates"":[-0.141009897621167,51.4640135902022]}"
The Grafton,"{""type"":""Point"",""coordinates"":[-0.141016634985798,51.4652508046436]}"
The Stonhouse,"{""type"":""Point"",""coordinates"":[-0.136968646652499,51.4639148668014]}"
Two Brewers,"{""type"":""Point"",""coordinates"":[-0.134817540873146,51.4630641801224]}"
Craft Beer Co,"{""type"":""Point"",""coordinates"":[-0.135388240573147,51.4642990697642]}"
Traders,"{""type"":""Point"",""coordinates"":[-0.142164412424318,51.4661241715438]}"
The Calf,"{""type"":""Point"",""coordinates"":[-0.141059843950964,51.4655584940567]}"
The Bread and Roses,"{""type"":""Point"",""coordinates"":[-0.136442323727533,51.4658559960707]}"
Duke of York,"{""type"":""Point"",""coordinates"":[-0.13278258726003,51.4701581978284]}"
The Magic Garden,"{""type"":""Point"",""coordinates"":[-0.15084734829756,51.4753057682258]}"
Paya and Horse,"{""type"":""Point"",""coordinates"":[-0.148906448294692,51.4758825710286]}"
The Victoria,"{""type"":""Point"",""coordinates"":[-0.148164978859179,51.4729367101941]}"
Masons Arms,"{""type"":""Point"",""coordinates"":[-0.146897455993287,51.4768147056442]}"
The Pavillion,"{""type"":""Point"",""coordinates"":[-0.14480429154976,51.4779903654354]}"
Flanagans of Battersea,"{""type"":""Point"",""coordinates"":[-0.144311924942534,51.4782529866723]}"
Pensbury Arms,"{""type"":""Point"",""coordinates"":[-0.138028299361646,51.471249198886]}"
Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.134944742317378,51.4714969745336]}"
The Duchess,"{""type"":""Point"",""coordinates"":[-0.142503885770187,51.4792059970122]}"
The Pig's Ear,"{""type"":""Point"",""coordinates"":[-0.172320407354568,51.484272271592]}"
The Cadogan Arms,"{""type"":""Point"",""coordinates"":[-0.172978962289356,51.4860269868793]}"
The Phene,"{""type"":""Point"",""coordinates"":[-0.167460252172896,51.4851269821077]}"
The Coopers Arms,"{""type"":""Point"",""coordinates"":[-0.165123554455845,51.4862057662456]}"
The Crown,"{""type"":""Point"",""coordinates"":[-0.173341702001084,51.4901597100372]}"
The Builder's Arms,"{""type"":""Point"",""coordinates"":[-0.167802061138504,51.4891031696371]}"
Album,"{""type"":""Point"",""coordinates"":[-0.165882630870926,51.49066137497]}"
The Surprise,"{""type"":""Point"",""coordinates"":[-0.163061831047262,51.4862303791198]}"
The Phoenix,"{""type"":""Point"",""coordinates"":[-0.162557247352172,51.4885894614402]}"
Queens Head,"{""type"":""Point"",""coordinates"":[-0.163082132972683,51.4907259774228]}"
Fox and Hounds,"{""type"":""Point"",""coordinates"":[-0.154899379049638,51.4910512815428]}"
Hoop & Toy,"{""type"":""Point"",""coordinates"":[-0.174269392194994,51.4947362960803]}"
The Hourglass,"{""type"":""Point"",""coordinates"":[-0.168600753257614,51.4945157159103]}"
The Admiral Codrington,"{""type"":""Point"",""coordinates"":[-0.166109185985581,51.4936308677397]}"
The Enterprise,"{""type"":""Point"",""coordinates"":[-0.166009832315157,51.4952173853347]}"
The Bunch of Grapes,"{""type"":""Point"",""coordinates"":[-0.167077929187975,51.4975360166834]}"
Eastside,"{""type"":""Point"",""coordinates"":[-0.172064926487765,51.4990040102373]}"
Tattersalls Tavern,"{""type"":""Point"",""coordinates"":[-0.162520057099409,51.5011084992384]}"
Paxton's Head,"{""type"":""Point"",""coordinates"":[-0.162149591876239,51.5015585977486]}"
The Star Tavern,"{""type"":""Point"",""coordinates"":[-0.155873422312209,51.4984556852247]}"
The Grenadier,"{""type"":""Point"",""coordinates"":[-0.154908182539423,51.5014023023975]}"
Rising Sun,"{""type"":""Point"",""coordinates"":[-0.150372049680733,51.4896453984692]}"
The Orange Brewery,"{""type"":""Point"",""coordinates"":[-0.152294624051805,51.490543300467]}"
The Belgravia,"{""type"":""Point"",""coordinates"":[-0.15142999559084,51.4924914626981]}"
Travellers Tavern,"{""type"":""Point"",""coordinates"":[-0.148689684816634,51.4928899109351]}"
The White Ferry,"{""type"":""Point"",""coordinates"":[-0.146740430481623,51.4889866013423]}"
Marquis of Westminster,"{""type"":""Point"",""coordinates"":[-0.140914945695636,51.4917769989267]}"
Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.140639881555639,51.4926060085333]}"
The Constitution,"{""type"":""Point"",""coordinates"":[-0.139067919639958,51.4913939781971]}"
The Warwick,"{""type"":""Point"",""coordinates"":[-0.139595949363963,51.4923919619562]}"
Pride of Pimlico,"{""type"":""Point"",""coordinates"":[-0.135389138888432,51.4898552069666]}"
The Gallery,"{""type"":""Point"",""coordinates"":[-0.134305141835085,51.4886938927891]}"
Cask,"{""type"":""Point"",""coordinates"":[-0.137323930347368,51.4910629714173]}"
The Thomas Cubitt,"{""type"":""Point"",""coordinates"":[-0.150729399500755,51.4937011148311]}"
The Victoria,"{""type"":""Point"",""coordinates"":[-0.145928892453949,51.4955519971988]}"
Wetherspoon,"{""type"":""Point"",""coordinates"":[-0.144115912547539,51.495202005322]}"
The Iron Duke,"{""type"":""Point"",""coordinates"":[-0.143318927227468,51.4955030052091]}"
Sports Bar and Grill,"{""type"":""Point"",""coordinates"":[-0.144082674882027,51.4957010980674]}"
Bag O Nails,"{""type"":""Point"",""coordinates"":[-0.14408590881705,51.4980146716622]}"
Bbar,"{""type"":""Point"",""coordinates"":[-0.143541889080987,51.4981909993062]}"
Horse and Groom,"{""type"":""Point"",""coordinates"":[-0.151112890295546,51.4992709842502]}"
The Talbot,"{""type"":""Point"",""coordinates"":[-0.149265774408339,51.4992126012943]}"
The Camel,"{""type"":""Point"",""coordinates"":[-0.141826645877489,51.4935530700783]}"
The Willow Walk,"{""type"":""Point"",""coordinates"":[-0.142476936311663,51.495037970173]}"
The Speaker,"{""type"":""Point"",""coordinates"":[-0.132240004828422,51.4968563615982]}"
The Abbey,"{""type"":""Point"",""coordinates"":[-0.132470512530327,51.4981459807369]}"
The Phoenix,"{""type"":""Point"",""coordinates"":[-0.142105303278623,51.4987129877681]}"
Cask & Glass,"{""type"":""Point"",""coordinates"":[-0.140276692686269,51.4985558997329]}"
The Colonies,"{""type"":""Point"",""coordinates"":[-0.139528485886126,51.4985774860881]}"
Zander Bar,"{""type"":""Point"",""coordinates"":[-0.137472691358418,51.4987717628246]}"
The Buckingham Arms,"{""type"":""Point"",""coordinates"":[-0.13667328058708,51.4991402935641]}"
Adam & Eve,"{""type"":""Point"",""coordinates"":[-0.135667975952622,51.4994569815595]}"
The Feathers,"{""type"":""Point"",""coordinates"":[-0.13309430266362,51.4992613656075]}"
The Railway Tavern,"{""type"":""Point"",""coordinates"":[-0.131133729556029,51.4645546622815]}"
The Falcon,"{""type"":""Point"",""coordinates"":[-0.129128240684232,51.4642947044756]}"
The Clapham North,"{""type"":""Point"",""coordinates"":[-0.129291913728999,51.4654414738278]}"
The Phoenix,"{""type"":""Point"",""coordinates"":[-0.12705007810595,51.4687715922352]}"
The Clarence,"{""type"":""Point"",""coordinates"":[-0.127033638936251,51.4708811701071]}"
The Landor Theatre,"{""type"":""Point"",""coordinates"":[-0.126243660475396,51.4657341637461]}"
The Beehive,"{""type"":""Point"",""coordinates"":[-0.122163602286454,51.4696094139309]}"
Trinity Arms,"{""type"":""Point"",""coordinates"":[-0.11932411750488,51.461724988067]}"
The Duke of Edinburgh,"{""type"":""Point"",""coordinates"":[-0.119941080442013,51.4632484782597]}"
SW9 BAR,"{""type"":""Point"",""coordinates"":[-0.115726813949624,51.4633201713213]}"
The Prince Albert,"{""type"":""Point"",""coordinates"":[-0.113738482899753,51.4614908157104]}"
Jamm,"{""type"":""Point"",""coordinates"":[-0.112080911537496,51.4706805072781]}"
The Priory Arms,"{""type"":""Point"",""coordinates"":[-0.12831490602599,51.4748428771627]}"
Duke of Cambridge,"{""type"":""Point"",""coordinates"":[-0.125227576057528,51.4746725020785]}"
The Cavendish Arms,"{""type"":""Point"",""coordinates"":[-0.127691205724226,51.4764537155549]}"
The Nott,"{""type"":""Point"",""coordinates"":[-0.128839162825803,51.4786906107768]}"
The Gladstone,"{""type"":""Point"",""coordinates"":[-0.127372842787534,51.4796949148067]}"
Mawbey Arms,"{""type"":""Point"",""coordinates"":[-0.125743748019783,51.4781436079642]}"
The Canton Arms,"{""type"":""Point"",""coordinates"":[-0.122957533334558,51.4771613138675]}"
Nolan's,"{""type"":""Point"",""coordinates"":[-0.125976232015314,51.4796101000575]}"
The Vauxhall Griffin,"{""type"":""Point"",""coordinates"":[-0.125616007586382,51.4816915964172]}"
The Wheatsheaf,"{""type"":""Point"",""coordinates"":[-0.124829891881249,51.4808938853259]}"
Crown & Anchor,"{""type"":""Point"",""coordinates"":[-0.112861008530225,51.4713507042485]}"
The Brown Derby,"{""type"":""Point"",""coordinates"":[-0.11329237952966,51.4811677906441]}"
The Hanover Arms,"{""type"":""Point"",""coordinates"":[-0.113087204318767,51.4813790927036]}"
The Hero of Switzerland,"{""type"":""Point"",""coordinates"":[-0.105312644860826,51.4673635112601]}"
Robin Hood & Little John,"{""type"":""Point"",""coordinates"":[-0.100081844792926,51.4698864087697]}"
Amarylis,"{""type"":""Point"",""coordinates"":[-0.096024424149144,51.4699635753152]}"
The Sun of Camberwell,"{""type"":""Point"",""coordinates"":[-0.094859219394112,51.4700876906309]}"
The Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.100114184143155,51.4739207738715]}"
The Kennington,"{""type"":""Point"",""coordinates"":[-0.107958722361728,51.4799774989574]}"
Union Tavern,"{""type"":""Point"",""coordinates"":[-0.103429596362255,51.4781202775358]}"
Clarendon Arms,"{""type"":""Point"",""coordinates"":[-0.10117392668383,51.4774970093939]}"
Royal Standard,"{""type"":""Point"",""coordinates"":[-0.102667735169793,51.4815266734926]}"
The Bear,"{""type"":""Point"",""coordinates"":[-0.095974926976989,51.4750095028199]}"
The Old Dispensary,"{""type"":""Point"",""coordinates"":[-0.093554685938514,51.4743057878339]}"
Nollywood,"{""type"":""Point"",""coordinates"":[-0.09341293178668,51.4757120879252]}"
The Crooked Well,"{""type"":""Point"",""coordinates"":[-0.089904741107608,51.4729514822173]}"
Nag's Head,"{""type"":""Point"",""coordinates"":[-0.094154940211363,51.4768671866065]}"
Corrib Bar,"{""type"":""Point"",""coordinates"":[-0.093923893520287,51.4793180026729]}"
The British Queen,"{""type"":""Point"",""coordinates"":[-0.090384531300856,51.4776587018574]}"
The Grosvenor,"{""type"":""Point"",""coordinates"":[-0.131286892311971,51.4868472629075]}"
The Riverside Vauxhall,"{""type"":""Point"",""coordinates"":[-0.126921978346435,51.4855520098826]}"
The Black Dog,"{""type"":""Point"",""coordinates"":[-0.12091763898738,51.4886945080776]}"
The Rose,"{""type"":""Point"",""coordinates"":[-0.122610424308775,51.4897030106027]}"
The Royal Oak,"{""type"":""Point"",""coordinates"":[-0.119543396265734,51.4862769757292]}"
Duchy Arms,"{""type"":""Point"",""coordinates"":[-0.114467375921288,51.4891758848332]}"
Tommyfield,"{""type"":""Point"",""coordinates"":[-0.1108231803082,51.4886441662688]}"
The Dog House,"{""type"":""Point"",""coordinates"":[-0.110870341860617,51.48913460499]}"
The Sanctuary House,"{""type"":""Point"",""coordinates"":[-0.131799830339204,51.4995625623763]}"
Two Chairmen,"{""type"":""Point"",""coordinates"":[-0.131663286416017,51.5006689093607]}"
Westminster Arms,"{""type"":""Point"",""coordinates"":[-0.12985300145546,51.5004163711388]}"
St Stephen's Tavern,"{""type"":""Point"",""coordinates"":[-0.125594897177205,51.5011459656773]}"
The Red Lion,"{""type"":""Point"",""coordinates"":[-0.125768990679267,51.5020707059162]}"
The Windmill,"{""type"":""Point"",""coordinates"":[-0.120496957939827,51.4931528938125]}"
Royal Oak,"{""type"":""Point"",""coordinates"":[-0.113062859974567,51.493221407818]}"
The Ship,"{""type"":""Point"",""coordinates"":[-0.110558716288556,51.493191876896]}"
The Grand Union,"{""type"":""Point"",""coordinates"":[-0.11069139745602,51.4953278975641]}"
County Hall Arms,"{""type"":""Point"",""coordinates"":[-0.119672753666647,51.501068572283]}"
All Bar One,"{""type"":""Point"",""coordinates"":[-0.117112105949264,51.5026747937937]}"
Slug and Lettuce,"{""type"":""Point"",""coordinates"":[-0.116868842170325,51.5026133956136]}"
Crown & Cushion,"{""type"":""Point"",""coordinates"":[-0.113988843369437,51.4994139774385]}"
The Horse & Stables,"{""type"":""Point"",""coordinates"":[-0.112699401610612,51.4991242997274]}"
Walrus Social,"{""type"":""Point"",""coordinates"":[-0.11442425678765,51.4999632975089]}"
Camel and Artichoke,"{""type"":""Point"",""coordinates"":[-0.113263004619869,51.5006727678834]}"
The Fire Station,"{""type"":""Point"",""coordinates"":[-0.110598781150227,51.5025205153314]}"
The Duke of Wellington,"{""type"":""Point"",""coordinates"":[-0.11131195365429,51.5036384771595]}"
Canterbury Arms,"{""type"":""Point"",""coordinates"":[-0.102703398286572,51.4827500987241]}"
Royal British Legion,"{""type"":""Point"",""coordinates"":[-0.104074586736252,51.4873762055811]}"
Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.109050085600405,51.4881545613117]}"
The Little Apple,"{""type"":""Point"",""coordinates"":[-0.108158058523274,51.4899016880041]}"
The Mansion House,"{""type"":""Point"",""coordinates"":[-0.10520098427101,51.4893336764099]}"
Old Red Lion,"{""type"":""Point"",""coordinates"":[-0.105117890107229,51.4894122084197]}"
Cricketers,"{""type"":""Point"",""coordinates"":[-0.10367932801124,51.4908163647702]}"
The Red Lion,"{""type"":""Point"",""coordinates"":[-0.093625383351374,51.4845469957255]}"
The Beehive,"{""type"":""Point"",""coordinates"":[-0.098271919158482,51.4861850690457]}"
Orbit Beers Brewery Tap Room,"{""type"":""Point"",""coordinates"":[-0.095927945087629,51.4851590914778]}"
The Queen Elizabeth,"{""type"":""Point"",""coordinates"":[-0.091399447908854,51.4857771085367]}"
Good Intent,"{""type"":""Point"",""coordinates"":[-0.094494952546402,51.4878719718921]}"
The Gladstone,"{""type"":""Point"",""coordinates"":[-0.093756896708969,51.4894264716975]}"
The Bell,"{""type"":""Point"",""coordinates"":[-0.093288874445943,51.4884549924416]}"
Lord Nelson,"{""type"":""Point"",""coordinates"":[-0.089991518364054,51.4880330122768]}"
Rose & Crown,"{""type"":""Point"",""coordinates"":[-0.090873843636116,51.491498962441]}"
The Charlie Chaplin,"{""type"":""Point"",""coordinates"":[-0.099143644310192,51.4948550867845]}"
Prince of Wales,"{""type"":""Point"",""coordinates"":[-0.103818297385693,51.495739016365]}"
Rockingham Arms,"{""type"":""Point"",""coordinates"":[-0.09959235279461,51.4958702760691]}"
The Stage Door,"{""type"":""Point"",""coordinates"":[-0.107406438125052,51.5012537793776]}"
The Windmill,"{""type"":""Point"",""coordinates"":[-0.108145482109297,51.5029217836335]}"
The Uxbridge Arms,"{""type"":""Point"",""coordinates"":[-0.096682979083932,51.4967191766346]}"
The William,"{""type"":""Point"",""coordinates"":[-0.09434682035605,51.4968476931761]}"
The Beehive,"{""type"":""Point"",""coordinates"":[-0.088700459637717,51.4948101767759]}"
Belushi's,"{""type"":""Point"",""coordinates"":[-0.091801533830026,51.5028200689398]}"
Beer Rebellion,"{""type"":""Point"",""coordinates"":[-0.083430133697316,51.4245583815446]}"
Kent House Tavern,"{""type"":""Point"",""coordinates"":[-0.045371928707252,51.4164144023614]}"
The Pavillion,"{""type"":""Point"",""coordinates"":[-0.054910599720147,51.4267585009511]}"
The Golden Lion,"{""type"":""Point"",""coordinates"":[-0.048210874499655,51.4256494644636]}"
The Talma,"{""type"":""Point"",""coordinates"":[-0.06519038084244,51.4308044635126]}"
The Greyhound,"{""type"":""Point"",""coordinates"":[-0.055531784739115,51.4270032695197]}"
Fox's,"{""type"":""Point"",""coordinates"":[-0.059889422350851,51.4309934843995]}"
